review_rank_global,review_rank_project,review_bucket,review_reason,project_id,project_name,list_type,category,quadrant,quadrant_label,review_priority,scale_video_count_tier,scale_video_count_best,scale_best_hashtag,likely_reach_tier,raw_reach_tier,inclusive_reach_tier,reach_noise_risk,low_relevance_play_ratio_project,likely_play_ratio_project,video_id,web_url,author_unique_id,source_term,term_script,ceiling_class,quality_label_auto,quality_score_auto,quality_reasons_auto,matched_terms_auto,core_matched_terms_auto,negative_matched_terms_auto,stats_play_count,stats_digg_count,stats_comment_count,stats_share_count,stats_collect_count,hashtags,desc,manual_relevance,manual_noise_type,manual_language_reach,manual_audience_proxy,manual_notes
35,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,4,送王船,RL,民俗仪式,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,1302,wangkang,middle_40_70pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8049,0.1295,7559860433167928577,https://www.tiktok.com/@china.boys1/video/7559860433167928577,china.boys1,送王船,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,6200000,174100,3220,33500,28700,爱情专属权;爱情专属权dj;上海海昌海洋公园假期攻略;来海洋和虎鲸浇个朋友,"这闺蜜好,这闺蜜能处 #爱情专属权 #爱情专属权dj #上海海昌海洋公园假期攻略 #来海洋和虎鲸浇个朋友",,,,,
36,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,4,送王船,RL,民俗仪式,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,1302,wangkang,middle_40_70pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8049,0.1295,7617709236507675924,https://www.tiktok.com/@khat_019/video/7617709236507675924,khat_019,ongchun,latin,ceiling_capped,low_relevance,0,,,,,20300000,1500000,7376,104700,80200,ฟีดดดシ;เทรนด์วันนี้;อย่าปิดการมองเห็น;รําวงเพชรบุรี;มือคีย์บอดที่ชื่อสุดเขตอะ,คลิปนี้มีมวย5555🤔😂 #ฟีดดดシ #เทรนด์วันนี้ #อย่าปิดการมองเห็น #รําวงเพชรบุรี #มือคีย์บอดที่ชื่อสุดเขตอะ,,,,,
37,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,4,送王船,RL,民俗仪式,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,1302,wangkang,middle_40_70pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8049,0.1295,7414511887024426258,https://www.tiktok.com/@seymagalaxynavatra/video/7414511887024426258,seymagalaxynavatra,ongchun,latin,ceiling_capped,low_relevance,-2,empty_desc,,,,17700000,1100000,8658,31200,85900,,,,,,,
38,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,4,送王船,RL,民俗仪式,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,1302,wangkang,middle_40_70pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8049,0.1295,7048820034889682182,https://www.tiktok.com/@sydneypalmieri/video/7048820034889682182,sydneypalmieri,boatburning,latin,ceiling_capped,low_relevance,-2,empty_desc,,,,10800000,1800000,5772,4147,64100,,,,,,,
39,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,4,送王船,RL,民俗仪式,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,1302,wangkang,middle_40_70pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8049,0.1295,7351751895377120530,https://www.tiktok.com/@ongkinhtrending/video/7351751895377120530,ongkinhtrending,ongchun,latin,ceiling_capped,low_relevance,0,,,,,10400000,309600,2282,9716,12000,ongkinhtrending;trending;fyp;xuhuong;fypシ,SỐCCCCC #ongkinhtrending #trending #fyp #xuhuong #fypシ,,,,,
40,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,4,送王船,RL,民俗仪式,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,1302,wangkang,middle_40_70pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8049,0.1295,7244092289725779202,https://www.tiktok.com/@__oo__o_o__/video/7244092289725779202,__oo__o_o__,王船,cjk,ceiling_capped,low_relevance,1,cjk_desc,,,,9900000,247800,1144,794,10700,コメ返;中性;ピアス;タトゥー,@(null)に返信 顔彫ると生きずらくなるからおすすめはしない #コメ返 #中性 #ピアス #タトゥー,,,,,
41,1,likely_evidence,验证 likely_relevant 触达信号,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7126331545304059137,https://www.tiktok.com/@cleo_abrahams/video/7126331545304059137,cleo_abrahams,tibetanmedicine,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,tibetanmedicine,tibetanmedicine,,282900,9136,32,42,829,asmr;massage;tibetanmassage;headmassage;insomnia,This ancient tibetan medicine massage helped me with my insomnia 💆‍♀️ #asmr #massage #tibetanmassage #headmassage #insomnia,,,,,
42,2,likely_evidence,验证 likely_relevant 触达信号,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7183893845682228523,https://www.tiktok.com/@easternphilosophy/video/7183893845682228523,easternphilosophy,tibetanmedicine,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,tibetanmedicine,tibetanmedicine,,210800,21700,164,780,3656,ancientchina;holistichealth;tibetanmedicine;chinesemedicine;tcm;herbalmedicine;tibetanfood;buttertea;pocha;puertea;puer;tea;asiancooking,"Have you ever tried Tibetan butter tea? Called po cha in Tibet, butter tea is also popular in western China, Mongolia, and the Himalayan regions of Nepal, Bhutan, India, and Pakistan. For centuries, Tibetans and nomadic tribes have relied on this nourishing m…",,,,,
43,3,likely_evidence,验证 likely_relevant 触达信号,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7397580111278624042,https://www.tiktok.com/@jhampalove/video/7397580111278624042,jhampalove,sowarigpa,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,sowarigpa,sowarigpa,,134000,1635,9,34,92,naturalremedies;naturalhealing;plantmedicine;holistichealth;herbalhealing;ancientwisdom;sowarigpa;ayurveda;wellnessjourney;healingnaturally;mindbodysoul,"✨ Discover the Natural Path to Healing! 🌿✨ Join us on a journey back to the ancient wisdom of plant medicine. In this eye-opening video, we explore the transformative power of natural herbal supplements and the harmonious healing they bring to our bodies and …",,,,,
44,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7562784547335687431,https://www.tiktok.com/@zhangyao145/video/7562784547335687431,zhangyao145,藏医,cjk,boundary,needs_review,2,china_context;cjk_desc,,,,3300000,266100,1329,8511,21900,,探故知. tan gu zhi.,,,,,
45,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7474850488287022358,https://www.tiktok.com/@earth2mars/video/7474850488287022358,earth2mars,tibetanmedicine,latin,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,2300000,90800,3702,28800,15200,བོད་པ་ཡིན་པའི་སོད་ནམས་ཆེན་;བོད་གཞས་སྙན་མོ💜;ཁམ་པའི་སྐོར་བྲོ;khamtibetandance;traditional,康巴人的锅庄#བོད་པ་ཡིན་པའི་སོད་ནམས་ཆེན་ #བོད་གཞས་སྙན་མོ💜 #ཁམ་པའི་སྐོར་བྲོ#khamtibetandance#traditional,,,,,
46,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7058758162630872322,https://www.tiktok.com/@69scorpionqueen/video/7058758162630872322,69scorpionqueen,sowarigpa,latin,ceiling_capped,low_relevance,0,,,,,38400000,1300000,2353,7336,76900,сафарова;питер,#сафарова #питер,,,,,
47,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7577425142435908882,https://www.tiktok.com/@kinfluencer100/video/7577425142435908882,kinfluencer100,药浴,cjk,boundary,low_relevance,0,,,,,16500000,286100,1561,23000,26900,massage;stretching;flexibility;physicaltherapy;assistedstretching;hamstringstretch;musclerecovery;wellness;sportsmassage;therapeuticmassage,"Therapeutic Leg Massage & Assisted Stretching for Deep Hamstring Release In this session, we demonstrate a highly effective therapeutic technique combining assisted stretching with targeted massage. This method is designed to safely lengthen the hamstring mus…",,,,,
48,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7480949505785974046,https://www.tiktok.com/@juliiachinaa/video/7480949505785974046,juliiachinaa,藏医,cjk,boundary,low_relevance,1,china_context,,,,10700000,751000,21600,54000,29300,china;healthcare,How Fast Can You Get Treatment in China? #china #healthcare,,,,,
49,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7618885396566445320,https://www.tiktok.com/@needsumbitches/video/7618885396566445320,needsumbitches,sowarigpa,latin,ceiling_capped,low_relevance,0,,,,,9700000,1000000,3108,76000,49200,banjargemeh;stgemehindah;ogohogoh;gemeh,The Work Of Art “SAPA WARANG” and Its Maestro. #banjargemeh #stgemehindah #ogohogoh #gemeh,,,,,
50,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,5,藏医药浴法,RL,传统医药,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,256,sowarigpa,bottom_10pct_reach,lower_70_90pct_reach,bottom_10pct_reach,high,0.9679,0.0044,7608049292615568661,https://www.tiktok.com/@galimarli/video/7608049292615568661,galimarli,tibetanhealing,latin,exhausted,low_relevance,1,china_context,,,,8600000,1500000,8653,338800,132800,cuencostibetanos;galimarli;soundhealing;sonido;naturaleza,Te imaginas estar flotando en el río más lindo y sanando escuchando los #cuencostibetanos y otros instrumentos! Te gustaría? 🌊 Flow Sound Bath en el río Fue una experiencia sold out ⚠️ Aún no hay fecha ni lugar confirmados. Estoy abriendo lista prioritaria Es…,,,,,
51,1,likely_evidence,验证 likely_relevant 触达信号,6,二十四节气,RL,传统知识/民俗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2636,chinesecalendar,middle_40_70pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.8476,0.0909,7514831391079648543,https://www.tiktok.com/@whataboutaub/video/7514831391079648543,whataboutaub,chinesecalendar,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,chinesecalendar,chinesecalendar,,3800000,202900,903,5083,8135,couplegoals;marriedlife;married;baby;mom;momlife;girlmom;dad;dadlife;girldad;boymom;boydad;Love;mama;utah;lds;utahmom;goals;momgoals;dadgoals;bigfamily;pregnant;pregnancy;genderreveal;chinesecalendar;family;reels;instagramreels;viral;trending,"Was the Chinese Calendar correct for your pregnancies? I used to think it was wrong, but then I realized I wasn’t calculating the Lunar New Year change every year. 🤦🏻‍♀️ I put everything into chat GPT with my birthday, conception date, and factored in the Lun…",,,,,
52,2,likely_evidence,验证 likely_relevant 触达信号,6,二十四节气,RL,传统知识/民俗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2636,chinesecalendar,middle_40_70pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.8476,0.0909,7387439581605498155,https://www.tiktok.com/@jjmo9223/video/7387439581605498155,jjmo9223,chinesecalendar,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,chinesecalendar,chinesecalendar,,2900000,19200,1683,3251,5953,chinesecalendar❤💙💦💥💫;fypシ゚viral;heavilytattooedman;fyp,Whats your animal?? #chinesecalendar❤💙💦💥💫 #fypシ゚viral #heavilytattooedman #fyp,,,,,
53,3,likely_evidence,验证 likely_relevant 触达信号,6,二十四节气,RL,传统知识/民俗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2636,chinesecalendar,middle_40_70pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.8476,0.0909,7514781401036737822,https://www.tiktok.com/@victoriaprice09/video/7514781401036737822,victoriaprice09,chinesecalendar,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,chinesecalendar,chinesecalendar,,2500000,42200,747,9107,6466,babycomingjan2026;boyorgirl💙💗,Chinese calendar also said boy. Ring test boy as well. 🙃 ##babycomingjan2026##boyorgirl💙💗,,,,,
54,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,6,二十四节气,RL,传统知识/民俗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2636,chinesecalendar,middle_40_70pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.8476,0.0909,7624787630131105042,https://www.tiktok.com/@.memescreens/video/7624787630131105042,.memescreens,二十四节气,cjk,exhausted,needs_review,2,china_context;cjk_desc,,,,5900000,192800,7859,36800,42500,capcut;capcutpioneer;pioneertemplate;tuffbaby;brainrot,"This CapCut template features the viral “Hachimichi Michi Tuff Baby” meme by @luna_versex, paired with the nostalgic Chinese song The Past Can Only Be Recalled (往事只能回味) by Han Baoyi. The trend blends AI-generated baby-style characters with emotional, throwbac…",,,,,
55,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,6,二十四节气,RL,传统知识/民俗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2636,chinesecalendar,middle_40_70pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.8476,0.0909,7294477077875608863,https://www.tiktok.com/@naivepanda/video/7294477077875608863,naivepanda,二十四节气,cjk,exhausted,needs_review,2,china_context;cjk_desc,,,,5000000,42100,2306,2870,5030,李克强;胡锦涛;习近平;二十大;李克强逝世;xijinping;总理;国务院总理;中共;中国;china,李克强突发逝世，回顾二十大胡锦涛李克强互动瞬间，胡对门生李克强那一拍意味深长 #李克强 #胡锦涛 #习近平 #二十大 #李克强逝世 #xijinping #总理 #国务院总理 #中共 #中国 #China,,,,,
56,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,6,二十四节气,RL,传统知识/民俗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2636,chinesecalendar,middle_40_70pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.8476,0.0909,7629582028886789406,https://www.tiktok.com/@l0nelysoul0/video/7629582028886789406,l0nelysoul0,节气,cjk,ceiling_capped,low_relevance,0,,,,,38700000,3100000,5315,114500,188400,real;atmosphere;apathy;nature;vibes,... #real #atmosphere #apathy #nature #vibes,,,,,
57,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,6,二十四节气,RL,传统知识/民俗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2636,chinesecalendar,middle_40_70pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.8476,0.0909,7336361732098526469,https://www.tiktok.com/@astroospace/video/7336361732098526469,astroospace,24solarterms,latin,exhausted,low_relevance,0,,,,,25000000,2000000,26400,24400,223500,,solar storm in 2024? 💀,,,,,
